tarih;duygu;veri;;;
23.03.2020;;"ÖZEL SAĞLIK SİGORTASI CORONA MASRAFLARINI ÖDER Mİ? https://t.co/FqZ9s7NCIs https://t.co/mX041QSLYN""";;;
23.03.2020;;"Çolig'de Zazaki Corona Virüs Anonsu. #EvindeKalÇolig #EvindeKalTürkiyem https://t.co/ZkUa0HrC59""";;;
23.03.2020;;"Chinese virus mu? Evet chinese virus. Nasil ki Ebola, akdeniz atesi gibi hastaliklari bulunduklari yerlerle ozlestirgimiz icin irkci olmuyorsak, corona viruse de chinese virus diyince irkci olmayiz. Ilk defa bir konusa trump’a katiliyorum.""";;;
23.03.2020;;"Corona en çok fakirleri vuracak diyen madonna da corona çıkmış bu doğrumu""";;;
23.03.2020;;"Başta sağlık çalışanları olmak üzere özveri ile çalışan herkese teşekkür ediyoruz. Sizleri düşünerek biz de #evdekal uyarılarını dikkate alıyoruz. • • •  #corona #coronavirus #covid19 https://t.co/VoO0JkkA3R""";;;
23.03.2020;;"Ust komsu yukaridan hapsirinca bile tedirgin oluyorum. Duvarlardan falan sizip gelmez dimi bu #corona ?? ? #vaka1236 #COVID19""";;;
23.03.2020;;"Sokaga çıkıp işe gidip yakıntemaslarda eğlence içinde çalıştığım günler geldi aklıma #evdekal #saçkesim #elelevertürkiyem #corona #kuaför #vine #istanbul #istanbulataşehir https://t.co/NdIpn8LeOK""";;;
23.03.2020;;"Sabahınız xeyir dey?c?kdim, baxıram ki saat 12y? qalr ???+? corona üzünden artıq bu vaxta qeder yatmaq, t?nb?llik yaradır?? ama yen? d? sabahınız xeyir""";;;
23.03.2020;;"DÜNYAYI SARSAN VİRÜS..,   CORONA ÖYLEMİ...  İNSANLIK GERİ  GELENE KADAR..,  BU CEZA BİTMEZ... https://t.co/JNqesf6Tug""";;;
23.03.2020;;"Son Dakika Haberi: Bill Gates ‘Corona virüsü’ salgınını 5 yıl önceden bilmiş! ‘Bir sonraki salgın
’ https://t.co/p5AmcOi608""";;;
23.03.2020;;"Ziraat Bankası, Halk Bankası ve Vakıf Bank corona virüs nedeniyle kredi ödemelerini 3 ay ertelemiş. Vallahi helal olsun.Devlet bankalarından beklediğim şey tam olarak buydu. Darısı özel bankalarda kredisi bulunan ben ve benim gibi mağdurların başına.  #pazartesi""";;;
23.03.2020;;"Alkışlayacağımıza görevlerine iade edin, corona virüsle mücadelede yorgunluktan perişan düşen sağlıkçılara, iade olanlar yardım etsinler.""";;;
23.03.2020;;"Eczaneye uğradım maske almak için.Corona çıkmadan önce 10 lira olan maske , şimdi 45 lira.Bu suçtur.Bunun savaş suçundan hiçbir farkı yok.Sorumlular kesinlikle yargılanmalı @RTErdogan @suleymansoylu @abdulhamitgul @pekcan""";;;
23.03.2020;;"İnsanlar vefat ediyo. Bazıları da şarkı çıkarıyo, şaklabanlık yapıyo, gülüyor eğleniyor. Corona dan vefat edenlerin yakınlarının yerinde olsam gördüğümü savcılığa veririm...""";;;
23.03.2020;;"Tencere tavandan çanak anten yapabilen bir millet olarak hala bu corona  virüse çare bulamayan halkımızı #protestoediyorum  #BuradakiÖnlemler""";;;
23.03.2020;;"Corona virüsünün bulaşma yolunu ve hızını anlatan en iyi video  https://t.co/Js3eAUvUo6 https://t.co/ZiElXdhQYm""";;;
23.03.2020;;"Corona olmadiysak da kanser olduk galiba""";;;
23.03.2020;;"Corona uyur, faşizm uyumaz https://t.co/Ncn8yhavEd""";;;
23.03.2020;;"Kürt düşmanlığında ısrar, faşist ittifakın çöküşünü engelleyemeyecek! Corona virüs,  faşist ittifakın ta kendisidir. https://t.co/BU5sQuP823""";;;
23.03.2020;;"Nil Karaibrahimgil - Corona Virüs Bestesi ,  Nereye Kadar Bu Karantina #... https://t.co/9HSFZWRG59""";;;
23.03.2020;;"#SonDakika  Galatasaray Spor Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak’ta Corona Virüsü tespit edildi, Çift tedavi altına alındı.""";;;
23.03.2020;;"Memlekete biri mavi diğeri kırmızı iki hap sunmuşlar da biz gidip ötedeki fitili seçmişiz gibi aq.. Günaydınnn.. ??  #coronaturkiye #corona #monday #goodmorning #coffee #günaydın""";;;
23.03.2020;;"Bu sabahta Abdurrahim Albayrak’ın corona virüsüne yakalandığı haberiyle uyandık virüs bitti diye haber beklerken gittikçe daha fazla yayılıyor ne olacak böyle hiç bilmiyorum""";;;
23.03.2020;;"tat ve koku duyusunun kaybolmasınında başka bir semptom olmadan corona belirtisi olabileceğini belirtmiş. Birçok yabancı medya kuruluşu  https://t.co/zLsg5YMx3s""";;;
23.03.2020;;"ALLAH cc.nin izniyle basaracagiz..Bu CORONA illetini hep beraber yenecegiz.GÜZEL TÜRKİYE MİN GÜZEL İNSANLARI.insanının.GELECEK TÜRK MİLLETİNİNDİR ALLAH'IN İZNİYLE.YETERKİ SABREDELİM VE KURALLARA UYALIM.""";;;
23.03.2020;;"#diyanetkapatılsın akıllanmazsınız siz.lut kavmi nasıl helak oldu.7-8 gün süren ve TABİ AFETMİŞ GİBİ görünen bir olayla.helak olanlar bu süreçte bunu bir afet gibi görüyordu.işte corona..tabi bir afet gibi değil mi?siz dine saygısızlık eder,mültecilere öcü gözüyle bakarsanız""";;;
23.03.2020;;"TOBB yeni bir nefes kredisi oluşturuyor! #tobb #nefeskredisi #corona #sondakika @TOBBiletisim https://t.co/GGkehqfOos""";;;
23.03.2020;;"Dansözlük nedir, nasıl yapılır? Sizi Corona değil GS kompleksi öldürecek. https://t.co/VLC9jLpYiq""";;;
23.03.2020;;"Neden baştan yapmadık, corona hiç gelmezdi bu memlekete. https://t.co/dzevilM2uM""";;;
23.03.2020;;"Corona aşısını imamlardan,  din âlimlerinden bekleyen  bir SIĞIR kitlesi var..! Gerizekalı ya anlatır gibi anlatalım. Doktor buluş yapar İmam pamuk tıkar nokta ??   #diyanetkapatılsın""";;;
23.03.2020;;"Bu süreçte Dünya Sağlık Örgütü 14 Ocak’ta “Çinli yetkililer, yaptığı ön soruşturmada Wuhan’da tespit edilen yeni tip Corona virüsün insandan insana bulaştığına dair kesin bir kanıt bulamadı.” şeklinde açıklama yaptı. Şu an yaşananlardan Çin kadar Dünya Sağlık Örgütü de sorumlu. https://t.co/g2VCiOtN6i""";;;
23.03.2020;;"Günaydın mı bilemedim şu corona illeti yüzünden geceler gündüzlere günler birbirine girdi her gün aynı şeyi tekrarlıyoruz amk""";;;
23.03.2020;;"Çin'den ithal edilen corona virüsü tanı kitlerinin ilk partisi bu sabaha karşı İstanbul'a ulaştı. Virüsü 15 dakikada tespit eden kitlerden Türkiye'ye 2 milyon adet geleceği açıklanmıştı.""";;;
23.03.2020;;"Abdurrahim Albayrak’ın corona testi pozitif çıktığı söyleniyor inşallah en kısa zamanda iyileşir başkan""";;;
23.03.2020;;"Sen benim ayaklarıma su dökemessin o konuda.... sende beliki oxsijen israfısın... Corona bulsun seni ?????? allah değil... https://t.co/DhTr4U2Bjl""";;;
23.03.2020;;"Ruyamda 1 votka 2 corona bira aliyodum cila olsun diye aq coronasi ruyalarimiza bile giriyor artik""";;;
23.03.2020;;"hadi inşallah...  Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/BwjsvdXRU7""";;;
23.03.2020;;"Bugün ülkemize 2 milyon adet corona virüs hızlı tanı kiti gönderen Çin hükümeti ise parası #Atatürk tarafından ödendi diyerek bu kitleri ülkemize hibe etti..""";;;
23.03.2020;;"Güzel ülkemizin güzel insanlari Evinde kal. Corona Virusü ciddiye al.Italya gibi olmayalim.""";;;
23.03.2020;;"“Corona sizi de bulabilir, tıpkı beni bulduğu gibi...” https://t.co/obZm6S1uRC""";;;
23.03.2020;;"Günaydın corona""";;;
23.03.2020;;"\""Ziraat Bankası\"" vakıfbank ve halkbank 3 ay kredi erteledi darısı @GarantiBBVA ya.. ve diğer bankalara lütfen vatandaşı hafifletmek adına en az 3 ay kredi ödemelerini erteleyin!   #Dolar #evdekaliyorum #evdekal #koronawirus #corona #evdehayatvar""";;;
23.03.2020;;"#ekdersmagduru Corona Virüsten Dolayı Okullar Tatil Edildi Tüm Usta Öğretici ve Ücretli Öğretmenlere Mevzuat Gereği Ücret Yatıramayız Deniyor. Bu Durum Mağduriyet Oluşturuyor. Mevzuat Değişsin Ek Dersler Yatırılsın.@RTErdogan @drfahrettinkoca @ziyaselcuk @ailevecalisma @meusfed""";;;
23.03.2020;;"Ben geldim, buradan uzakta çok sapıttım falan ama corona kusmaya geldim""";;;
23.03.2020;;"Tüm storyler corona.""";;;
23.03.2020;;"Corona virüsü, YouTuber’ları tehdit ediyor https://t.co/24ZG0qrlZr https://t.co/GlWkDtA4Zo""";;;
23.03.2020;;"Çinden gelen bu yeni corona testi kitlerini Atatürk'ü sevmeyenlere kullanılmasın, onlar dua ve sabır ile tedavi edilsin belki o zaman Atatürk'ün kıymetini https://t.co/KzwglKk3Z1 büyük bir lidersin sen Atam,  senin hakkını Türk milleti asla ödeyemez. #ÜcretiniATATÜRK""";;;
23.03.2020;;"Bian midem bulanıyor sandım tırstım resmen corona bulaştı diye meğersem acıkmışım???+??? #pazartesi #SorumlulukHepimizin #coronaturkiye""";;;
23.03.2020;;"AKLINIZDA OLSUN... shelter (v) : korunmak, saklanmak.  #ydt2020 #yksdil2020 #yds #ydskelime #vocabulary #learnvocabulary #yökdilsağlık #yökdilfen #yökdilsosyal #yökdil #tıpdil #corona #internationalexams #exams https://t.co/z824tdzAtj""";;;
23.03.2020;;"Galatasaray Kulübü 2. Başkanı Abdurrahim Albayrak ve eşi Şükran Albayrak'a yapılan corona virüs testi pozitif çıktı. Başkanım dualarımız seninle! https://t.co/7AptjTB3t0""";;;
23.03.2020;;"Dunya corona ile mücadele ederken .türk fasizmin derdi kürtlerle devam ediyor.4 belediyeye daha kayyum atandi.""";;;
23.03.2020;;"Corona Krizi sonrası AB dağılacak!""";;;
23.03.2020;;"Eğer CORONA ile ilgili önlemler daha sıkı alınmazsa geçmiş olsun Caddeler insan kaynıyor işi olanda olmayanda sokaklarda sonrası  büyük sıkıntı...""";;;
23.03.2020;;"Ekrem İmamoğlu-Mansur Yavaş olmasa devlet başsız kalacak. Ota boka konuşanlar ortada yok. #Corona #BirlikteBaşaracağız #akepe #CHP #iyiparti #SaadetPartisi https://t.co/bKKQgktM5F""";;;
23.03.2020;;"Bakın sabah kalkıyorum yüzüme uflenerek hicbirsey yapacak halim kalmiyo yatıyorum..Corona virüsle ulke yeni tanıştı ben 2013 ten beri hayatım eziyetleriyle geciyor""";;;
23.03.2020;;"Şoke eden iddia! Corona virüsü Pasteur Enstitüsünün biyomühendislik çalışması! https://t.co/hgT331xt8W https://t.co/iDJ84je2wU""";;;
23.03.2020;;"bence biz bu corona işinde en az 2 ay geç kaldık. ülke olarak""";;;
23.03.2020;;"Corona'dan sonra en çok dinlediğim şarkı. https://t.co/J6v9dYPVBK""";;;
23.03.2020;;"Corona uyur AKP uyumaz, https://t.co/NEWb4MHStq""";;;
23.03.2020;;"Corona virüsü ile ortaya atılan iddaaları gözden geçiriyorum. 2003 yılında patenti alınan Sars ve Korona adlı iki ayrı kök hücrenin birleştirilmesiyle oluşan yapay bir virüs olduğu görünmektedir. Patentlerin Fransızca olmasından dolayı bir süre çeviriyle uğraşacağım. https://t.co/EzVicXbads""";;;
23.03.2020;;"Bakan Selçuk açıkladı! Corona virüs seferberliği... https://t.co/JgbJZLv8qw https://t.co/Siq63fjenq""";;;
23.03.2020;;"Şoke eden iddia! Corona virüsü Pasteur Enstitüsünün biyomühendislik çalışması! https://t.co/WsuSa3s0ue @kamudanhaber aracılığıyla""";;;
23.03.2020;;"Abd’de corona tedavisi faturası örneği, 34927 dolar ????, ohaa https://t.co/Wg9WtUNZk6""";;;
23.03.2020;;"\""Filistin\"" Corona Virus Salgını Yüzünden Af İlan Etti...? Haberiniz Olsun İstedim..? #AdliMahkumKapsamlıEşitYasa @YildizFeti @erkanakcay45 @avaliozkaya @msarikaya6 @Akparti  @MHP_Bilgi @iyiparti @herkesicinCHP  @eczozgurozel @meral_aksener @UlviYonter""";;;
23.03.2020;;"Corona günlerinde erken kalkan işine demekte ne bileyim biraz şov yani??""";;;
23.03.2020;;"AK Parti: 19 Yaşında CHP: 97 Yaşında   Bu durum da Corona'dan en çok etkilenecek parti hangisidir? Malum virüs yaşlılara uğruyormuş ya hani! ??????""";;;
23.03.2020;;"Son dakika | Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/4YGfyNJDQo""";;;
23.03.2020;;"Korona Virüs ( covid-19)'ten korunma uygulamaları kapsamında alanda bulunan mobil tuvaletlerimize düzenli aralıklarla dezenfekte uygulamaları yapmaktayız.  Sağlıgınız bizim için önemlidir. #corona #covid19 #portabletoilet #mobiltuvalet #dezenfektan #artimobiltuvalet https://t.co/qHidpm7vNc""";;;
23.03.2020;;",,,Ne çok şey biliyormuşsunuz yaaa!!! Vay arkadaş, corona virüsü sayesin de bunları da öğrendik sizlerden??????, e be i,,,,ler neden daha önce söylemiyordunuz?,,,""";;;
23.03.2020;;"Corona virüs testi pozitif çıkan Abdurrahim Albayrak için Galatasaray'dan paylaşım https://t.co/15skV27HhB @hurriyet aracılığıyla""";;;
23.03.2020;;"Özen,  Daire Müdürleri Toplantısında Corona Virüsünü Konuştu https://t.co/BMWFgBrMaA https://t.co/aRiXvTCGjq""";;;
23.03.2020;;"Önceden bomba diye bağırınca millet kaçışıyordu,şimdi #Corona demek veya öksürmek yeterli.""";;;
23.03.2020;;"Corona virüs  bu dünya için  iki vazonun birbirine çarpmasıyla  oluşacak hasar gibi bir kısım direk morga gidecek bir kısım  da yoğun bakıma sonrası yeni bir dünya için birlik beraberlik huzur doğacak""";;;
23.03.2020;;"Abdurrahim Albayrak'a corona şoku https://t.co/JH1ikkxBcq #AbdurrahimAlbayrak #Galatasaray #Coronavirüs""";;;
23.03.2020;;"ŞİMDİ TEHLİKELER CORONA VİRÜSÜ GİBi İÇERDEN GELİYOR! https://t.co/BBTeabICvj""";;;
23.03.2020;;"Millet can derdinde zalimler KÜRT leri sindirme peşinde. #batmanbelediyesi faturaları erteleme kararı alsın. Bu zalimin dölleri gelsin kayyum atasın. Madem geldi corona tüm faşistleri al götür. Allahtan tek dileğim bu""";;;
23.03.2020;;"Güney Kore’de Corona’dan ölenlerin sayısı 111 oldu https://t.co/di6amd6onv""";;;
23.03.2020;;"Diyanet dua zırvasını bırakta 11 Milyar 519 Milyon 609 bin TL'lik bütçenizi #Corona ile mücadeleye açın.""";;;
23.03.2020;;"ezine'de bile belediye duyuru yapıyo \""corona salgın hastalığı sebebiyle...\"" diye. buraya kadar geldiyse bu gerçek bi salgındır onaylıyorum""";;;
23.03.2020;;"Corona corona zuggum çıksın gorunaa???? şarkı çıkarmış Bilal Tavlak""";;;
23.03.2020;;"#Corona (#covid19) virüsünün geometrik yayılışının engellenmesinde hem bireysel hem de devletsel sorumluluğun ne kadar önemli olduğunu en güzel anlatan animasyon olsa gerek ?? #EvdeKal #EvdeKalTurkiye #vaka1236 #2trilyon #SorumlulukHepimizin #coronaturkiye https://t.co/HMTG75UPnC""";;;
23.03.2020;;"Abdurrahim Albayrak ve eşinin corona testi pozitif!  https://t.co/hl5jEFvrGd @gazete_yenigun aracılığıyla""";;;
23.03.2020;;"Türkiye'de 20 bin 345 kişiye Corona virüs testi yapıldı https://t.co/08GthNgGwp""";;;
23.03.2020;;"İtalya'da Corona virüs nedeniyle 651 kişi daha öldü https://t.co/u6hhW0Pwrs""";;;
23.03.2020;;"Corona günlerinde adalet – Gülşen Özbek — Gazete Karınca - Kararara Haber - Güncel Hukuk Haberleri - https://t.co/ofL19q9wsB""";;;
23.03.2020;;"Fahriye Evcen’den farklı bir corona paylaşımı  https://t.co/ZAmZVJUcnB https://t.co/3HzIn2oCP8""";;;
23.03.2020;;"Dr yoldas corona virüs hakkinda ki sorularimizi cevapladi.. https://t.co/T0mMLzx1Ed via @YouTube""";;;
23.03.2020;;"Corona virüsü, YouTuber’ları tehdit ediyor https://t.co/7sZCmTmjTo https://t.co/hGbhs60In9""";;;
23.03.2020;;"Corona bitmeden hisse aliyorum diyor bir suru hisseci trade yapiyorum diyor açiğa satis kapali eeee paran sonsuz mu yuzde 2 yapinca satiyorum der sorsan bir surude takipcileri var yazik insanimiza ne diyim ??""";;;
23.03.2020;;"Seçilmişleri, haklarında kesinleşmiş yargı kararı olmadan görevden almak hukuki değil siyasidir.   Hükumet, Corona ile ilgilenmek yerine muhaliflerine gözdağı vermekle meşgul.   Operasyona katılan polisler dahil herkesin canını tehlikeye atarak. https://t.co/cksovtMe44""";;;
23.03.2020;;"Acaba Avrupa hayali ile sınırlarda sürünen mültecilere ne oldu. Corona tüm gündemleri söndürdü. #multeciler #sınırda #unutuldu""";;;
23.03.2020;;"Palavra, şey pardon corona!  #COVID19 #coronaturkiye #coronavirus #pazartesi #EvdeKalTurkiye https://t.co/ms3a4lgyR3""";;;
23.03.2020;;"Corona virüsü kendimi daha iyi tanıma fırsatı sundu. Mesela bu süreçte burnumun ne kadar çok kaşındığını öğrendim...  #pazartesi""";;;
23.03.2020;;"Hava alanında corona olmama challenge yapıyorum""";;;
23.03.2020;;"Sağlığınız için mesafemizi koruyoruz! ?? https://t.co/ta2RIczYCh ?? info@ledu.com.tr ?? +90 212 637 03 34  #leducomtr #Covid19 #EvdeKal #stayhome #staysafe #socialdistancing #socialdistance #corona https://t.co/KlCY7cShu6""";;;
23.03.2020;;"yalın'ın cornetto için yaptığı şarkılar vardı ya hani, heh işte ben o yıla dönmek istiyorum ?? #corona ???+???""";;;
23.03.2020;;"Güney Kore’de Corona’dan ölenlerin sayısı 111 oldu https://t.co/P3XPhaTPtU""";;;
23.03.2020;;"Ortaya yalanı atıp karşısında durmak. Köpüren, çoğalan mikroplar ve corona bir Karadeniz takımının başkanı bilginiz var mı? https://t.co/CbcP9Z2oiJ""";;;
23.03.2020;;"Başkaları corona'li gibi diil,biz kendimiz hastaymışız gibi dikkat eder önlem alirsak bu hastalık  yayılmaz... https://t.co/Xr7xq3yfDP""";;;
23.03.2020;;"Ataturk e hala dil uzatabilecek kadar cahil bagnaz insanlarin oldugu bir ulkeyiz.2011 de enstitu kapanmasa saglik alaninda bu kadar gerilemeseydik suan Corona bize viz gelirdi.18 yilda ekonomisi batmis tarim sanayi saglik sektoru icler acisi bir haldeyiz #diyanetkapatılsın""";;;
23.03.2020;;"Galatasarayın 2. Başkanı abdurrahim albayrakta ve eşinden corona virüsü tespit edildi . https://t.co/ShBPoGEzAT""";;;
23.03.2020;;"3 kat Hızlı Sonuç Veren Corona Virüs Testi Geliştirildi https://t.co/U7MHz9fbLD https://t.co/zjsEN0IuEs""";;;
23.03.2020;;"Abi herşeyi geçtim. Utanmadan ezilmeden bükülmeden! Tüm dünya aşıyı bulmaya çalışırken diyanetin olaya aşırı bilimsel bakarak #Corona dan kurtulmak için camilerden dua okutma girişimi yüzünden #diyanetkapatılsın. Bilim dünyası buna hazır değil...  3 kulhu 1 elham #COVID19 savar.""";;;
23.03.2020;;"Vakıfbank’tan corona paketi #korona #coronaturkiye #vakifbank  https://t.co/gc66eplfed https://t.co/pI32oe6LfJ""";;;
23.03.2020;;"#corona ile ilgili programa Abdülkadir Selvi'yi çıkarmak ne âlaka ya...""";;;
23.03.2020;;"Özel sektör çok acımasız corona felan dinlemiyor. https://t.co/dbD7O4xXmd""";;;
23.03.2020;;"Son dakika | Abdurrahim Albayrak ve eşinin corona testi pozitif! https://t.co/rw1cAT7GZS #gazetesozcu @gazetesozcu aracılığıyla""";;;
23.03.2020;;"Corona’yla mücadelede iktidarın büyük kumarı https://t.co/eajSywKDna""";;;
23.03.2020;;"Ünlü oyuncu Burak Hakkı ve ailesi corona virüsünden kaçıp, çiftliğe yerleşti  #TemizMagazin #BurakHakki #CoronaVirus https://t.co/K8jMdqBTSX""";;;
23.03.2020;;"Corona ile mücadelemiz(temsili değil gerçekler) #coronaturkiye https://t.co/QjsulbkbxZ""";;;
23.03.2020;;"??Galatasaray Kulübü 2.nci Başkanı Abdurrahim Albayrak Ve Eşi Şükran Albayrak'a Yapılan Corona Virüs Testleri Pozitif Çıktı. https://t.co/TducQdDGS2""";;;
23.03.2020;;"İşten çıkarılıyor insanlar hiç bir önlem yok bu sorun corona virüsünden daha vahim sonuçlar doğuracak. Sosyal devlet şu zor zamanda gerekli. Emeklisi, işçisi, çiftçisi perişan. Daha da zor günler geliyor. Bir an önce el atmak lazım meseleye. Lakin hala bir çözüm yok.  #Dolar""";;;
23.03.2020;;"Biz dunyadaki tum ulkelerin corona virus detaylarinin en ince ayrintisini biliyoruz. Kendi ulkemizde bildigimiz iki sey var birinci her gece vaka ve malesef vefat sayilari..ikincisi evde kalmamiz gerektigi... Hangi şehirde ne vaka var?? neden bizim hic iyilesen vakamiz yok??""";;;
